datetime_utc_0,actual_time_utc_0,postal,booking_id,committed_time_utc_0,estimated_time_utc_0,status,type
2017-06-09T19:45:00.000+02:00,,10997,bb28fb38-3e9c-4e05-b708-637749d5567d,2017-06-09T19:56:16.000+02:00,2017-06-09T19:56:16.000+02:00,open,pickup
2017-06-09T19:45:14.000+02:00,,10625,ecde1af7-7e1b-47ae-a673-d311963b13b4,2017-06-09T19:59:16.000+02:00,2017-06-09T19:59:16.000+02:00,open,pickup
2017-06-09T19:45:45.000+02:00,,10115,2b5e5303-d591-456c-aa80-5867afb543c9,2017-06-09T19:56:15.000+02:00,2017-06-09T19:56:15.000+02:00,open,pickup
2017-06-09T19:45:45.000+02:00,,10785,e4ce1bdf-ef6d-432c-bc98-d7593c699f3e,2017-06-09T19:50:51.000+02:00,2017-06-09T19:47:31.000+02:00,open,dropoff
2017-06-09T19:46:23.000+02:00,,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T19:59:36.000+02:00,open,dropoff
2017-06-09T19:46:25.000+02:00,2017-06-09T19:46:25.000+02:00,12101,9285a372-e177-478f-ae9d-3d3853cc573c,2017-06-09T19:45:49.000+02:00,2017-06-09T19:45:49.000+02:00,closed,pickup
2017-06-09T19:46:27.000+02:00,,10587,9285a372-e177-478f-ae9d-3d3853cc573c,2017-06-09T20:03:11.000+02:00,2017-06-09T20:03:11.000+02:00,open,dropoff
2017-06-09T19:46:56.000+02:00,2017-06-09T19:46:56.000+02:00,10785,e4ce1bdf-ef6d-432c-bc98-d7593c699f3e,2017-06-09T19:50:51.000+02:00,2017-06-09T19:47:31.000+02:00,closed,dropoff
2017-06-09T19:46:59.000+02:00,,10115,2b5e5303-d591-456c-aa80-5867afb543c9,2017-06-09T19:56:15.000+02:00,2017-06-09T19:56:15.000+02:00,open,pickup
2017-06-09T19:49:15.000+02:00,,10553,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T20:11:39.000+02:00,2017-06-09T20:11:39.000+02:00,open,dropoff
2017-06-09T19:49:15.000+02:00,,10719,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T19:56:05.000+02:00,2017-06-09T19:56:05.000+02:00,open,pickup
2017-06-09T19:49:18.000+02:00,,10625,c79d7691-ac75-4047-9ecd-732dd8944a09,2017-06-09T20:01:09.000+02:00,2017-06-09T20:01:09.000+02:00,open,dropoff
2017-06-09T19:49:19.000+02:00,,10719,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T19:56:05.000+02:00,2017-06-09T19:56:05.000+02:00,open,pickup
2017-06-09T19:50:09.000+02:00,,10625,ecde1af7-7e1b-47ae-a673-d311963b13b4,2017-06-09T19:59:16.000+02:00,2017-06-09T19:59:16.000+02:00,open,pickup
2017-06-09T19:50:11.000+02:00,,10963,5dfc1756-38bb-45bc-a29a-bcdca669187f,2017-06-09T19:51:23.000+02:00,2017-06-09T19:51:23.000+02:00,open,dropoff
2017-06-09T19:50:29.000+02:00,,10559,b60597ae-9101-471d-8453-cb940cacb1de,2017-06-09T19:36:09.000+02:00,2017-06-09T19:36:09.000+02:00,open,pickup
2017-06-09T19:50:57.000+02:00,,10963,5dfc1756-38bb-45bc-a29a-bcdca669187f,2017-06-09T19:51:23.000+02:00,2017-06-09T19:55:32.000+02:00,open,dropoff
2017-06-09T19:52:39.000+02:00,,10435,f14fac7b-e157-4c70-8dc8-d0b5d735bfb8,2017-06-09T20:04:49.000+02:00,2017-06-09T20:04:49.000+02:00,open,pickup
2017-06-09T19:52:39.000+02:00,,12045,f14fac7b-e157-4c70-8dc8-d0b5d735bfb8,2017-06-09T20:26:16.000+02:00,2017-06-09T20:26:16.000+02:00,open,dropoff
2017-06-09T19:52:40.000+02:00,,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T20:00:52.000+02:00,open,dropoff
2017-06-09T19:52:53.000+02:00,2017-06-09T19:52:53.000+02:00,10997,bb28fb38-3e9c-4e05-b708-637749d5567d,2017-06-09T19:56:16.000+02:00,2017-06-09T19:56:16.000+02:00,closed,pickup
2017-06-09T19:52:59.000+02:00,,10967,bb28fb38-3e9c-4e05-b708-637749d5567d,2017-06-09T20:03:38.000+02:00,2017-06-09T20:03:38.000+02:00,open,dropoff
2017-06-09T19:53:08.000+02:00,,10967,bb28fb38-3e9c-4e05-b708-637749d5567d,2017-06-09T20:03:38.000+02:00,2017-06-09T19:58:59.000+02:00,open,dropoff
2017-06-09T19:53:26.000+02:00,2017-06-09T19:53:26.000+02:00,10559,b60597ae-9101-471d-8453-cb940cacb1de,2017-06-09T19:36:09.000+02:00,2017-06-09T19:36:09.000+02:00,closed,pickup
2017-06-09T19:53:36.000+02:00,,10243,b60597ae-9101-471d-8453-cb940cacb1de,2017-06-09T19:56:41.000+02:00,2017-06-09T19:56:41.000+02:00,open,dropoff
2017-06-09T19:54:15.000+02:00,,10119,55b12c67-02c2-442f-bb97-0cd8e26b3f5f,2017-06-09T20:21:36.000+02:00,2017-06-09T20:21:36.000+02:00,open,dropoff
2017-06-09T19:55:06.000+02:00,,10783,e396329d-ba41-4ad6-a706-0829e382ca40,2017-06-09T20:09:48.000+02:00,2017-06-09T20:09:48.000+02:00,open,pickup
2017-06-09T19:55:06.000+02:00,,10827,73bbd21d-31e3-4586-8730-445ebfe7a004,2017-06-09T20:06:19.000+02:00,2017-06-09T20:01:32.000+02:00,open,dropoff
2017-06-09T19:55:24.000+02:00,,10783,364433b2-193b-4e1d-8ddb-36f0070aff69,2017-06-09T20:09:06.000+02:00,2017-06-09T20:09:06.000+02:00,open,pickup
2017-06-09T19:55:26.000+02:00,2017-06-09T19:55:26.000+02:00,10963,5dfc1756-38bb-45bc-a29a-bcdca669187f,2017-06-09T19:51:23.000+02:00,2017-06-09T19:55:32.000+02:00,closed,dropoff
2017-06-09T19:55:29.000+02:00,,10625,c79d7691-ac75-4047-9ecd-732dd8944a09,2017-06-09T20:01:09.000+02:00,2017-06-09T19:59:49.000+02:00,open,dropoff
2017-06-09T19:55:55.000+02:00,,10119,55b12c67-02c2-442f-bb97-0cd8e26b3f5f,2017-06-09T20:21:36.000+02:00,2017-06-09T20:21:36.000+02:00,cancelled,dropoff
2017-06-09T19:55:57.000+02:00,2017-06-09T19:55:56.000+02:00,10115,2b5e5303-d591-456c-aa80-5867afb543c9,2017-06-09T19:56:15.000+02:00,2017-06-09T19:56:15.000+02:00,closed,pickup
2017-06-09T19:56:12.000+02:00,,10437,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:01:19.000+02:00,2017-06-09T20:01:19.000+02:00,open,pickup
2017-06-09T19:56:12.000+02:00,,10115,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:07:02.000+02:00,2017-06-09T20:07:02.000+02:00,open,dropoff
2017-06-09T19:56:17.000+02:00,,10437,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:01:19.000+02:00,2017-06-09T20:01:19.000+02:00,open,pickup
2017-06-09T19:56:49.000+02:00,,10559,40493f9e-712c-4c90-9ade-d2f3e545e802,2017-06-09T20:11:08.000+02:00,2017-06-09T20:11:08.000+02:00,open,pickup
2017-06-09T19:56:49.000+02:00,,10587,9285a372-e177-478f-ae9d-3d3853cc573c,2017-06-09T20:03:11.000+02:00,2017-06-09T20:02:36.000+02:00,open,dropoff
2017-06-09T19:57:08.000+02:00,,10437,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:01:19.000+02:00,2017-06-09T20:01:19.000+02:00,open,pickup
2017-06-09T19:57:45.000+02:00,2017-06-09T19:57:45.000+02:00,10719,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T19:56:05.000+02:00,2017-06-09T19:56:05.000+02:00,closed,pickup
2017-06-09T19:57:47.000+02:00,,10553,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T20:11:39.000+02:00,2017-06-09T20:11:39.000+02:00,open,dropoff
2017-06-09T19:58:19.000+02:00,,10435,f14fac7b-e157-4c70-8dc8-d0b5d735bfb8,2017-06-09T20:04:49.000+02:00,2017-06-09T20:04:49.000+02:00,cancelled,pickup
2017-06-09T19:58:19.000+02:00,,12045,f14fac7b-e157-4c70-8dc8-d0b5d735bfb8,2017-06-09T20:26:16.000+02:00,2017-06-09T20:26:16.000+02:00,cancelled,dropoff
2017-06-09T19:58:19.000+02:00,,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T20:00:13.000+02:00,open,dropoff
2017-06-09T19:58:29.000+02:00,,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T19:59:31.000+02:00,open,dropoff
2017-06-09T19:58:33.000+02:00,2017-06-09T19:58:33.000+02:00,10625,c79d7691-ac75-4047-9ecd-732dd8944a09,2017-06-09T20:01:09.000+02:00,2017-06-09T19:59:49.000+02:00,closed,dropoff
2017-06-09T19:59:37.000+02:00,,10437,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:01:19.000+02:00,2017-06-09T20:00:55.000+02:00,open,pickup
2017-06-09T19:59:37.000+02:00,,10405,19f0b975-5e30-40ad-9fb0-84111639ac9e,2017-06-09T20:14:41.000+02:00,2017-06-09T20:14:41.000+02:00,open,pickup
2017-06-09T19:59:37.000+02:00,,10115,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:07:02.000+02:00,2017-06-09T20:07:43.000+02:00,open,dropoff
2017-06-09T19:59:42.000+02:00,,10437,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:01:19.000+02:00,2017-06-09T20:01:43.000+02:00,open,pickup
2017-06-09T19:59:42.000+02:00,,10405,19f0b975-5e30-40ad-9fb0-84111639ac9e,2017-06-09T20:14:41.000+02:00,2017-06-09T20:14:41.000+02:00,cancelled,pickup
2017-06-09T19:59:42.000+02:00,,10115,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:07:02.000+02:00,2017-06-09T20:08:38.000+02:00,open,dropoff
2017-06-09T19:59:48.000+02:00,,10969,2b214e0c-b612-425d-98a1-2450145d70f2,2017-06-09T20:14:30.000+02:00,2017-06-09T20:14:30.000+02:00,open,pickup
2017-06-09T19:59:50.000+02:00,,10999,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:08:37.000+02:00,2017-06-09T20:08:37.000+02:00,open,pickup
2017-06-09T19:59:50.000+02:00,,10961,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:18:15.000+02:00,2017-06-09T20:18:15.000+02:00,open,dropoff
2017-06-09T19:59:53.000+02:00,,10999,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:08:37.000+02:00,2017-06-09T20:08:37.000+02:00,open,pickup
2017-06-09T19:59:56.000+02:00,,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T20:00:37.000+02:00,open,dropoff
2017-06-09T19:59:57.000+02:00,,12045,d5a90367-f96e-434a-89a2-ad21ea8eedc4,2017-06-09T20:23:43.000+02:00,2017-06-09T20:23:43.000+02:00,open,dropoff
2017-06-09T19:59:57.000+02:00,,10243,d5a90367-f96e-434a-89a2-ad21ea8eedc4,2017-06-09T20:08:46.000+02:00,2017-06-09T20:08:46.000+02:00,open,pickup
2017-06-09T19:59:59.000+02:00,2017-06-09T19:59:59.000+02:00,10967,bb28fb38-3e9c-4e05-b708-637749d5567d,2017-06-09T20:03:38.000+02:00,2017-06-09T19:58:59.000+02:00,closed,dropoff
2017-06-09T20:00:09.000+02:00,,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T20:00:12.000+02:00,open,dropoff
2017-06-09T20:00:19.000+02:00,,10783,364433b2-193b-4e1d-8ddb-36f0070aff69,2017-06-09T20:09:06.000+02:00,2017-06-09T20:09:06.000+02:00,open,pickup
2017-06-09T20:00:29.000+02:00,2017-06-09T20:00:29.000+02:00,10437,b0ebc50e-bb20-4cff-a955-5d4809acdcbf,2017-06-09T19:59:36.000+02:00,2017-06-09T20:00:12.000+02:00,closed,dropoff
2017-06-09T20:00:40.000+02:00,,10997,f26f2865-984e-4474-9c26-69a1631abccb,2017-06-09T20:08:22.000+02:00,2017-06-09T20:08:22.000+02:00,open,pickup
2017-06-09T20:00:44.000+02:00,,10997,f26f2865-984e-4474-9c26-69a1631abccb,2017-06-09T20:08:22.000+02:00,2017-06-09T20:08:22.000+02:00,open,pickup
2017-06-09T20:01:06.000+02:00,2017-06-09T20:01:06.000+02:00,10437,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:01:19.000+02:00,2017-06-09T20:01:43.000+02:00,closed,pickup
2017-06-09T20:01:08.000+02:00,,10115,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:07:02.000+02:00,2017-06-09T20:08:38.000+02:00,open,dropoff
2017-06-09T20:02:05.000+02:00,2017-06-09T20:02:05.000+02:00,10587,9285a372-e177-478f-ae9d-3d3853cc573c,2017-06-09T20:03:11.000+02:00,2017-06-09T20:02:36.000+02:00,closed,dropoff
2017-06-09T20:02:08.000+02:00,,10559,40493f9e-712c-4c90-9ade-d2f3e545e802,2017-06-09T20:11:08.000+02:00,2017-06-09T20:11:08.000+02:00,open,pickup
2017-06-09T20:02:47.000+02:00,2017-06-09T20:02:47.000+02:00,10827,73bbd21d-31e3-4586-8730-445ebfe7a004,2017-06-09T20:06:19.000+02:00,2017-06-09T20:01:32.000+02:00,closed,dropoff
2017-06-09T20:02:49.000+02:00,,10783,e396329d-ba41-4ad6-a706-0829e382ca40,2017-06-09T20:09:48.000+02:00,2017-06-09T20:09:48.000+02:00,open,pickup
2017-06-09T20:03:25.000+02:00,2017-06-09T20:03:25.000+02:00,10625,ecde1af7-7e1b-47ae-a673-d311963b13b4,2017-06-09T19:59:16.000+02:00,2017-06-09T19:59:16.000+02:00,closed,pickup
2017-06-09T20:06:04.000+02:00,2017-06-09T20:06:04.000+02:00,10115,fe263971-7f5f-4daa-aecf-ed44219a0041,2017-06-09T20:07:02.000+02:00,2017-06-09T20:08:38.000+02:00,closed,dropoff
2017-06-09T20:06:11.000+02:00,,10243,d5a90367-f96e-434a-89a2-ad21ea8eedc4,2017-06-09T20:08:46.000+02:00,2017-06-09T20:08:46.000+02:00,open,pickup
2017-06-09T20:06:12.000+02:00,,10969,2c33d3ec-ab8a-483e-93f8-f734d963919f,2017-06-09T20:27:53.000+02:00,2017-06-09T20:27:53.000+02:00,open,dropoff
2017-06-09T20:06:38.000+02:00,,10969,cc4eb7fb-69c2-4ea3-b142-ec88628808f0,2017-06-09T20:30:34.000+02:00,2017-06-09T20:30:34.000+02:00,open,dropoff
2017-06-09T20:06:42.000+02:00,,10997,c61db842-8964-4498-9c1e-ceb8ecfe49e7,2017-06-09T20:27:32.000+02:00,2017-06-09T20:27:32.000+02:00,open,dropoff
2017-06-09T20:06:42.000+02:00,,10243,b60597ae-9101-471d-8453-cb940cacb1de,2017-06-09T19:56:41.000+02:00,2017-06-09T20:15:26.000+02:00,open,dropoff
2017-06-09T20:07:27.000+02:00,,10119,b54580d0-39ae-4491-8da9-4f7eceaaaa0f,2017-06-09T20:22:27.000+02:00,2017-06-09T20:22:27.000+02:00,open,pickup
2017-06-09T20:07:27.000+02:00,,10559,40493f9e-712c-4c90-9ade-d2f3e545e802,2017-06-09T20:11:08.000+02:00,2017-06-09T20:09:16.000+02:00,open,pickup
2017-06-09T20:07:57.000+02:00,2017-06-09T20:07:57.000+02:00,10999,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:08:37.000+02:00,2017-06-09T20:08:37.000+02:00,closed,pickup
2017-06-09T20:08:01.000+02:00,,10961,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:18:15.000+02:00,2017-06-09T20:18:15.000+02:00,open,dropoff
2017-06-09T20:08:13.000+02:00,2017-06-09T20:08:13.000+02:00,10783,364433b2-193b-4e1d-8ddb-36f0070aff69,2017-06-09T20:09:06.000+02:00,2017-06-09T20:09:06.000+02:00,closed,pickup
2017-06-09T20:08:32.000+02:00,,10119,b54580d0-39ae-4491-8da9-4f7eceaaaa0f,2017-06-09T20:22:27.000+02:00,2017-06-09T20:23:06.000+02:00,open,pickup
2017-06-09T20:08:32.000+02:00,,10559,40493f9e-712c-4c90-9ade-d2f3e545e802,2017-06-09T20:11:08.000+02:00,2017-06-09T20:09:16.000+02:00,cancelled,pickup
2017-06-09T20:08:36.000+02:00,,10119,b54580d0-39ae-4491-8da9-4f7eceaaaa0f,2017-06-09T20:22:27.000+02:00,2017-06-09T20:23:06.000+02:00,open,pickup
2017-06-09T20:08:48.000+02:00,,10117,25114a17-7fab-4ab8-a3ed-4e35186cb2f1,2017-06-09T20:37:40.000+02:00,2017-06-09T20:37:40.000+02:00,open,dropoff
2017-06-09T20:08:48.000+02:00,,10969,25114a17-7fab-4ab8-a3ed-4e35186cb2f1,2017-06-09T20:24:27.000+02:00,2017-06-09T20:24:27.000+02:00,open,pickup
2017-06-09T20:08:48.000+02:00,,10961,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:18:15.000+02:00,2017-06-09T20:17:20.000+02:00,open,dropoff
2017-06-09T20:09:15.000+02:00,2017-06-09T20:09:15.000+02:00,10783,e396329d-ba41-4ad6-a706-0829e382ca40,2017-06-09T20:09:48.000+02:00,2017-06-09T20:09:48.000+02:00,closed,pickup
2017-06-09T20:10:43.000+02:00,,10117,25114a17-7fab-4ab8-a3ed-4e35186cb2f1,2017-06-09T20:37:40.000+02:00,2017-06-09T20:37:40.000+02:00,cancelled,dropoff
2017-06-09T20:10:43.000+02:00,,10969,25114a17-7fab-4ab8-a3ed-4e35186cb2f1,2017-06-09T20:24:27.000+02:00,2017-06-09T20:24:27.000+02:00,cancelled,pickup
2017-06-09T20:10:43.000+02:00,,10961,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:18:15.000+02:00,2017-06-09T20:17:28.000+02:00,open,dropoff
2017-06-09T20:11:03.000+02:00,,10961,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:18:15.000+02:00,2017-06-09T20:14:49.000+02:00,open,dropoff
2017-06-09T20:11:03.000+02:00,,10245,f43f8256-0966-4b42-a81b-edecf961a4cc,2017-06-09T20:36:54.000+02:00,2017-06-09T20:36:54.000+02:00,open,dropoff
2017-06-09T20:11:49.000+02:00,2017-06-09T20:11:49.000+02:00,10997,f26f2865-984e-4474-9c26-69a1631abccb,2017-06-09T20:08:22.000+02:00,2017-06-09T20:08:22.000+02:00,closed,pickup
2017-06-09T20:12:21.000+02:00,2017-06-09T20:12:21.000+02:00,10243,d5a90367-f96e-434a-89a2-ad21ea8eedc4,2017-06-09T20:08:46.000+02:00,2017-06-09T20:08:46.000+02:00,closed,pickup
2017-06-09T20:12:24.000+02:00,,12045,d5a90367-f96e-434a-89a2-ad21ea8eedc4,2017-06-09T20:23:43.000+02:00,2017-06-09T20:23:43.000+02:00,open,dropoff
2017-06-09T20:13:21.000+02:00,,10119,b54580d0-39ae-4491-8da9-4f7eceaaaa0f,2017-06-09T20:22:27.000+02:00,2017-06-09T20:20:09.000+02:00,open,pickup
2017-06-09T20:14:12.000+02:00,2017-06-09T20:14:12.000+02:00,10243,b60597ae-9101-471d-8453-cb940cacb1de,2017-06-09T19:56:41.000+02:00,2017-06-09T20:15:26.000+02:00,closed,dropoff
2017-06-09T20:14:59.000+02:00,2017-06-09T20:14:59.000+02:00,10961,bdff287d-8341-4936-9c86-27da159f01ab,2017-06-09T20:18:15.000+02:00,2017-06-09T20:14:49.000+02:00,closed,dropoff
2017-06-09T20:15:16.000+02:00,,10969,2c33d3ec-ab8a-483e-93f8-f734d963919f,2017-06-09T20:27:53.000+02:00,2017-06-09T20:27:53.000+02:00,cancelled,dropoff
2017-06-09T20:15:57.000+02:00,,10117,c4f57b73-fb8a-41bd-9e06-e3ac07e3bf56,2017-06-09T20:28:37.000+02:00,2017-06-09T20:28:37.000+02:00,open,pickup
2017-06-09T20:16:00.000+02:00,,10117,c4f57b73-fb8a-41bd-9e06-e3ac07e3bf56,2017-06-09T20:28:37.000+02:00,2017-06-09T20:28:37.000+02:00,open,pickup
2017-06-09T20:16:11.000+02:00,,10969,cc4eb7fb-69c2-4ea3-b142-ec88628808f0,2017-06-09T20:30:34.000+02:00,2017-06-09T20:30:34.000+02:00,open,dropoff
2017-06-09T20:16:46.000+02:00,,10119,b54580d0-39ae-4491-8da9-4f7eceaaaa0f,2017-06-09T20:22:27.000+02:00,2017-06-09T20:20:09.000+02:00,cancelled,pickup
2017-06-09T20:16:47.000+02:00,,10969,2b214e0c-b612-425d-98a1-2450145d70f2,2017-06-09T20:14:30.000+02:00,2017-06-09T20:14:30.000+02:00,open,pickup
2017-06-09T20:17:05.000+02:00,,10997,c61db842-8964-4498-9c1e-ceb8ecfe49e7,2017-06-09T20:27:32.000+02:00,2017-06-09T20:25:41.000+02:00,open,dropoff
2017-06-09T20:17:05.000+02:00,,10969,ce925608-4263-4a03-9a71-d29b45cd184a,2017-06-09T20:38:49.000+02:00,2017-06-09T20:38:49.000+02:00,open,dropoff
2017-06-09T20:19:05.000+02:00,2017-06-09T20:19:05.000+02:00,10969,2b214e0c-b612-425d-98a1-2450145d70f2,2017-06-09T20:14:30.000+02:00,2017-06-09T20:14:30.000+02:00,closed,pickup
2017-06-09T20:19:24.000+02:00,,10997,c61db842-8964-4498-9c1e-ceb8ecfe49e7,2017-06-09T20:27:32.000+02:00,2017-06-09T20:25:41.000+02:00,open,dropoff
2017-06-09T20:19:40.000+02:00,,10553,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T20:11:39.000+02:00,2017-06-09T20:20:30.000+02:00,open,dropoff
2017-06-09T20:20:50.000+02:00,,10961,e9d51387-af2d-4032-bae0-85d940ae3388,2017-06-09T20:27:49.000+02:00,2017-06-09T20:27:49.000+02:00,open,pickup
2017-06-09T20:20:56.000+02:00,,10961,e9d51387-af2d-4032-bae0-85d940ae3388,2017-06-09T20:27:49.000+02:00,2017-06-09T20:27:49.000+02:00,open,pickup
2017-06-09T20:21:59.000+02:00,,10999,c98232aa-7cc0-439d-b66f-0defcaa4407a,2017-06-09T20:41:17.000+02:00,2017-06-09T20:41:17.000+02:00,open,dropoff
2017-06-09T20:22:05.000+02:00,,10245,f43f8256-0966-4b42-a81b-edecf961a4cc,2017-06-09T20:36:54.000+02:00,2017-06-09T20:36:54.000+02:00,open,dropoff
2017-06-09T20:22:25.000+02:00,,12043,5ddcfb40-4e69-4b55-bb5d-459beae9d222,2017-06-09T20:35:44.000+02:00,2017-06-09T20:35:44.000+02:00,open,pickup
2017-06-09T20:22:25.000+02:00,,12045,d5a90367-f96e-434a-89a2-ad21ea8eedc4,2017-06-09T20:23:43.000+02:00,2017-06-09T20:30:41.000+02:00,open,dropoff
2017-06-09T20:22:53.000+02:00,,10997,76e49897-295f-4fc8-ac32-cc00cf8593f4,2017-06-09T20:37:40.000+02:00,2017-06-09T20:37:40.000+02:00,open,pickup
2017-06-09T20:23:44.000+02:00,,10178,c8ec6a35-a779-4252-ab6b-9473dccf64bc,2017-06-09T20:36:36.000+02:00,2017-06-09T20:36:36.000+02:00,open,pickup
2017-06-09T20:24:01.000+02:00,,10405,59ab4f74-a361-4850-b890-235861003976,2017-06-09T20:38:10.000+02:00,2017-06-09T20:38:10.000+02:00,open,pickup
2017-06-09T20:25:17.000+02:00,2017-06-09T20:25:17.000+02:00,10553,ac608ccc-fb95-4212-8dec-1e7eb13e3b39,2017-06-09T20:11:39.000+02:00,2017-06-09T20:20:30.000+02:00,closed,dropoff
2017-06-09T20:25:25.000+02:00,2017-06-09T20:25:25.000+02:00,10997,c61db842-8964-4498-9c1e-ceb8ecfe49e7,2017-06-09T20:27:32.000+02:00,2017-06-09T20:25:41.000+02:00,closed,dropoff
2017-06-09T20:25:46.000+02:00,,10997,76e49897-295f-4fc8-ac32-cc00cf8593f4,2017-06-09T20:37:40.000+02:00,2017-06-09T20:37:40.000+02:00,open,pickup
2017-06-09T20:27:02.000+02:00,,10969,5ec3c2de-10ca-4a82-9d00-4bb4ec69d67e,2017-06-09T20:41:03.000+02:00,2017-06-09T20:41:03.000+02:00,open,pickup
2017-06-09T20:27:02.000+02:00,,10969,ce925608-4263-4a03-9a71-d29b45cd184a,2017-06-09T20:38:49.000+02:00,2017-06-09T20:37:55.000+02:00,open,dropoff
2017-06-09T20:27:05.000+02:00,,12047,5a68cb9f-e016-4bd5-b09e-d4c59f8a36da,2017-06-09T20:47:49.000+02:00,2017-06-09T20:47:49.000+02:00,open,dropoff
2017-06-09T20:27:05.000+02:00,,10245,f43f8256-0966-4b42-a81b-edecf961a4cc,2017-06-09T20:36:54.000+02:00,2017-06-09T20:33:19.000+02:00,open,dropoff
2017-06-09T20:27:12.000+02:00,,10999,c98232aa-7cc0-439d-b66f-0defcaa4407a,2017-06-09T20:41:17.000+02:00,2017-06-09T20:41:08.000+02:00,open,dropoff
2017-06-09T20:27:12.000+02:00,,10967,aef4a7e8-4005-47b9-a9a9-06c53f869562,2017-06-09T20:47:00.000+02:00,2017-06-09T20:47:00.000+02:00,open,pickup
2017-06-09T20:27:12.000+02:00,,10119,aef4a7e8-4005-47b9-a9a9-06c53f869562,2017-06-09T21:05:00.000+02:00,2017-06-09T21:05:00.000+02:00,open,dropoff
2017-06-09T20:27:20.000+02:00,,10997,76e49897-295f-4fc8-ac32-cc00cf8593f4,2017-06-09T20:37:40.000+02:00,2017-06-09T20:37:40.000+02:00,cancelled,pickup
2017-06-09T20:27:37.000+02:00,,10997,746f3d3a-90a3-404c-ac39-5b424ff85cb4,2017-06-09T20:50:18.000+02:00,2017-06-09T20:50:18.000+02:00,open,dropoff
2017-06-09T20:29:19.000+02:00,2017-06-09T20:29:18.000+02:00,10961,e9d51387-af2d-4032-bae0-85d940ae3388,2017-06-09T20:27:49.000+02:00,2017-06-09T20:27:49.000+02:00,closed,pickup
2017-06-09T20:29:44.000+02:00,,10969,ce925608-4263-4a03-9a71-d29b45cd184a,2017-06-09T20:38:49.000+02:00,2017-06-09T20:37:55.000+02:00,open,dropoff
2017-06-09T20:30:14.000+02:00,,10997,24c832e8-a9e4-4fef-a0b1-ac2d22d44600,2017-06-09T20:38:31.000+02:00,2017-06-09T20:38:31.000+02:00,open,pickup
2017-06-09T20:30:14.000+02:00,,12043,24c832e8-a9e4-4fef-a0b1-ac2d22d44600,2017-06-09T20:48:07.000+02:00,2017-06-09T20:48:07.000+02:00,open,dropoff
2017-06-09T20:30:26.000+02:00,,10997,24c832e8-a9e4-4fef-a0b1-ac2d22d44600,2017-06-09T20:38:31.000+02:00,2017-06-09T20:38:31.000+02:00,open,pickup
2017-06-09T20:30:54.000+02:00,,10997,24c832e8-a9e4-4fef-a0b1-ac2d22d44600,2017-06-09T20:38:31.000+02:00,2017-06-09T20:38:31.000+02:00,cancelled,pickup
2017-06-09T20:30:54.000+02:00,,12043,24c832e8-a9e4-4fef-a0b1-ac2d22d44600,2017-06-09T20:48:07.000+02:00,2017-06-09T20:48:07.000+02:00,cancelled,dropoff
2017-06-09T20:30:56.000+02:00,2017-06-09T20:30:56.000+02:00,10117,c4f57b73-fb8a-41bd-9e06-e3ac07e3bf56,2017-06-09T20:28:37.000+02:00,2017-06-09T20:28:37.000+02:00,closed,pickup
